#========================================================================================================																													
#	Gmacs	Main	Data	File	Version	1.1:	BBRKC	Example																					
#	GEAR_INDEX	DESCRIPTION																											
#	1	:	Pot	fishery	retained	catch.																							
#	1	:	Pot	fishery	with	discarded	catch.																						
#	2	:	Trawl	bycatch																									
#	3	:	Trawl	survey																									
#	Fisheries:	1	Pot	"Fishery,"	2	Pot	"Discard,"	3	Trawl	"by-catch,"	4	Tanner bycatch 5 fixed gear																	
#	Surveys:	6	NMFS	Trawl	"Survey,"	7	BSFRF	Survey																					
#========================================================================================================																													
1982	# Start	year																											
2024	# End	year																											
3	# Number of seasons																												
4	# Number of fleets (fishing fleets and surveys)																												
2	# Number of sexes																												
1	# Number of shell condition types																												
2	# Number of maturity types																												
22	# Number of size-classes in the	model																											
3	# Season recruitment occurs																												
3	# Season molting and growth occurs																												
3	# Season to calculate SSB																												
1	# Season for N output																												
# maximum size-class (males then females)																													
22 22																													
#	size_breaks (a	vector	giving	the	break	points	between	size	"intervals,"	dim=nclass+1)																			
25	30	35	40	45	50	55	60	65	70	75	80	85	90	95	100	105	110	115	120	125	130	135							
#	Natural	mortality	per	season	input	type	(1	=	vector	by	"season,"	2	=	matrix	by	season/year)													
1																													
#	Proportion of the total	natural	mortality to be	applied	each	season																							
#0.625 0.00 0.375																													
0.62 0.01 0.37																													
# Fishing fleet	names (delimited with spaces; no spaces in names)																												
Pot_Fishery Trawl_Bycatch																													
# Survey names (delimited with spaces; no spaces in names)																													
NMFS_Trawl_1982 NMFS_Trawl_1989																													
# Are the seasons instantaneous (0) or continuous (1)																													
1 1 1																													
# Input catch data format (0: old; 1:new)																													
0																													
# Number of catch data frames																													
4																													
# Number of rows in each data frame																													
41	41	41	43																										
##		##																											
##	CATCH	DATA																											
##	Type of	"catch: 1 = retained, 2"	"= discard, 0 ="	total																									
##	Units of catch:	"1 = biomass, 2 = numbers"																											
##	for snow Units	are in 1000 mt	for landed & discards.																										
##		##																											
##	Male	retained	pot	fishery	(tonnes)																								
#year	seas	fleet	sex	obs	cv	type	units	mult	effort	discard_mortality																			
2009	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	3.25E-05	3.25E-05	9.76E-05	0.000195154	0.000455359	0.002536998	0.018799805	0.116701903	0.213107822	0.234834933	0.212067003	0.13667263	0.051845829	0.012619938
2010	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	8.19E-05	0.000354784	0.00150101	0.010397904	0.061677856	0.143660281	0.228153485	0.269663228	0.191419682	0.074859451	0.018230446
2011	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	1.71E-05	0	0.000188018	0.000529869	0.001179386	0.002119477	0.012409196	0.065481583	0.141816939	0.217639518	0.255824289	0.194376549	0.083292026	0.025126058
2012	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	2.16E-05	0	6.49E-05	0.000281227	0.000778783	0.003504521	0.025786354	0.124540302	0.20148834	0.214662744	0.203608359	0.144399256	0.060766668	0.020096915
2013	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	5.13E-05	0.000128159	0.000128159	0.000974009	0.007125647	0.063003025	0.218331881	0.259009586	0.19836469	0.128979341	0.079689342	0.03357769	0.010637207
2014	2	1	1	1	0	0	100	0	0	0	0	0	0	0	2.19E-05	2.19E-05	2.19E-05	2.19E-05	0.000349895	0.000612316	0.004417425	0.039975507	0.203354619	0.292402904	0.227213086	0.12696816	0.067026767	0.028254024	0.009337824
2015	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	3.26E-05	0.000195759	0.000228385	0.000489396	0.003099511	0.035203915	0.141566069	0.197096248	0.185905383	0.163947798	0.145089723	0.091190865	0.035954323
2016	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	9.82E-05	0.000147275	0.000147275	0.000589102	0.003289151	0.034756996	0.156210113	0.22670594	0.19592538	0.16185567	0.130829651	0.065243004	0.024202258
2017	2	1	1	1	0	0	100	0	0	0	0	0	0	6.55E-05	0	0.000131062	0	0.000262123	0.000262123	0.000524246	0.005176933	0.063433814	0.25491481	0.283355177	0.204652687	0.115072084	0.051245085	0.017103539	0.003800786
2018	2	1	1	1	0	0	100	0	0	0	0	0	0	4.56E-05	0	0	0.00018244	0.0004561	0.000957811	0.001505131	0.004515393	0.057012543	0.237080958	0.271470924	0.198677309	0.123466363	0.065587229	0.029190422	0.009851767
2019	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	6.44E-05	9.66E-05	0.000386274	0.000836928	0.009689049	0.096085753	0.293890427	0.269072298	0.161366124	0.086879547	0.046674821	0.0233696	0.011588232
2020	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	3.77E-05	0.00018848	0.00018848	0.00075392	0.005428227	0.073167973	0.283888721	0.304244572	0.194021411	0.087831725	0.03419029	0.011610374	0.00444813
2021	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0.000138562	0.000415685	0.004711099	0.081335735	0.288069835	0.296106415	0.199944575	0.089233754	0.031453513	0.007066648	0.001524179
2024	2	1	1	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001242236	0.014596273	0.09068323	0.193478261	0.251552795	0.227018634	0.147204969	0.054037267	0.020186335
# Total	males						
#Year	Season	Fleet	Sex	Type	Shell	Maturity	Nsamp	27.5	32.5	37.5	42.5	47.5	52.5	57.5	62.5	67.5	72.5	77.5	82.5	87.5	92.5	97.5	102.5	107.5	112.5	117.5	122.5	127.5	132.5																					
1992	2	1	1	0	0	0	100	0	0	0	7.35E-06	0	5.88E-05	0.000154419	0.000272071	0.001411827	0.005073753	0.011846111	0.022978955	0.037067812	0.057024575	0.087253849	0.137322235	0.185331706	0.207126785	0.152381723	0.071216377	0.019155257	0.004316367
1993	2	1	1	0	0	0	100	5.99E-06	0	0	0	0	5.99E-06	5.39E-05	0.000485039	0.002365312	0.01047923	0.028755008	0.044306185	0.052246448	0.076348677	0.105127637	0.142541483	0.168757523	0.16472751	0.121409367	0.057030965	0.020012336	0.005341413
1994	2	1	1	0	0	0	100	0	0	0	0	0	1.29E-05	0.00055626	0.003441049	0.015368296	0.051240589	0.087112882	0.092740162	0.086466068	0.089661328	0.102002536	0.121665675	0.121639802	0.100838271	0.070709684	0.038187886	0.014462756	0.003893819
1995	2	1	1	0	0	0	100	0	0	0	0	0	0	0.000512976	0.002209741	0.008128691	0.028161048	0.057190209	0.090441554	0.113985821	0.124732003	0.119155037	0.125179213	0.1179844	0.100424849	0.067975851	0.031712418	0.009983295	0.002222894
1996	2	1	1	0	0	0	100	0	0	0	7.79E-06	0	0	0.000101224	0.000654063	0.002359299	0.007739745	0.019349363	0.041649796	0.075061513	0.130306475	0.185411281	0.201225589	0.159599153	0.100079422	0.050144828	0.01970754	0.005606254	0.000988881
1997	2	1	1	0	0	0	100	0	0	0	3.68E-06	1.10E-05	9.94E-05	0.000239176	0.000776403	0.002332889	0.007072261	0.014873089	0.027954196	0.049520543	0.093768168	0.149536734	0.17626929	0.178878153	0.14593437	0.090633118	0.041980969	0.015402957	0.004713614
1998	2	1	1	0	0	0	100	0	0	0	0	0	8.87E-06	0.000133079	0.000585548	0.001747771	0.005429623	0.011542386	0.024131659	0.04225702	0.086403762	0.143095418	0.18238034	0.187969658	0.16334117	0.09860267	0.040322938	0.009927694	0.002120392
1999	2	1	1	0	0	0	100	1.97E-05	0	0	0	0	0	0.000236435	0.001536825	0.003960279	0.007861449	0.013181227	0.014678646	0.019486149	0.041691295	0.085963668	0.135043543	0.192635063	0.213638334	0.164085589	0.079087363	0.022421878	0.004472554
2000	2	1	1	0	0	0	100	0	0	0	0	0	1.54E-05	4.61E-05	0.000491846	0.001045173	0.002904966	0.008115461	0.019596994	0.031647223	0.05550176	0.105639323	0.16333902	0.192035167	0.19387959	0.139791888	0.06520035	0.016707398	0.00404236
2001	2	1	1	0	0	0	100	0	0	0	1.12E-05	1.12E-05	4.46E-05	0.000256502	0.000747201	0.00302226	0.010527724	0.02224874	0.040148102	0.053307758	0.08874961	0.142001606	0.191472989	0.170450997	0.135142972	0.084902083	0.042177811	0.011999822	0.00277691
2002	2	1	1	0	0	0	100	0	9.48E-05	8.13E-05	4.06E-05	2.71E-05	2.71E-05	0.000257327	0.001422071	0.00372447	0.011457825	0.026409881	0.052129043	0.08105802	0.136058291	0.185478628	0.196245734	0.14614822	0.091351102	0.046237608	0.017010672	0.003886993	0.000853242
2003	2	1	1	0	0	0	100	0	0	0	0	0	4.56E-05	9.11E-05	0.000410135	0.00129876	0.004215275	0.008476121	0.015015494	0.027752461	0.058421436	0.105609734	0.171231316	0.208940941	0.191464637	0.134547029	0.054570725	0.015243347	0.002665877
2004	2	1	1	0	0	0	100	0	0	0	2.27E-05	0	4.54E-05	0.00027248	0.003065395	0.006108084	0.01239782	0.013805631	0.017415985	0.025158946	0.043165304	0.068982743	0.119028156	0.17263851	0.209264305	0.167052679	0.101112625	0.032992734	0.007470481
2005	2	1	1	0	0	0	100	0	0	0	0	2.38E-05	0.000126726	0.000388097	0.000950442	0.002486991	0.005552167	0.01571398	0.032021987	0.043807472	0.049486365	0.067734858	0.097143129	0.13487569	0.175190286	0.17728126	0.123985205	0.054903887	0.018327697
2006	2	1	1	0	0	0	100	0	0	0	0	0	5.90E-06	7.66E-05	0.000495201	0.001008088	0.003719905	0.01269248	0.0389971	0.062477893	0.080818025	0.135909166	0.225275308	0.229490414	0.120823213	0.04889523	0.02526116	0.010534817	0.003519466
2007	2	1	1	0	0	0	100	0	0	4.49E-06	0	0	4.49E-06	3.59E-05	0.000354723	0.000956405	0.003223938	0.00738632	0.019999192	0.036585859	0.074393042	0.141601821	0.229447395	0.234305753	0.145629499	0.06750064	0.029109735	0.007709612	0.001751164
2008	2	1	1	0	0	0	100	0	0	0	0	5.20E-06	0	1.04E-05	0.000176879	0.000525434	0.001446244	0.004302317	0.011944522	0.026557834	0.063785623	0.145035428	0.221837251	0.229755179	0.158811166	0.08411108	0.038944554	0.010789608	0.001961274
2009	2	1	1	0	0	0	100	0	0	0	0	0	0	7.72E-05	0.000218685	0.000977649	0.002495578	0.005859463	0.010715549	0.019199228	0.047223026	0.104396205	0.166515517	0.19029426	0.187097604	0.147547837	0.083936324	0.027399904	0.006045988
2010	2	1	1	0	0	0	100	0	0	0	0	0	0	5.31E-06	4.78E-05	0.000180508	0.000472507	0.001157377	0.002362535	0.006354954	0.020800926	0.05874483	0.109993257	0.165972064	0.222970211	0.220862511	0.135678525	0.044989037	0.009407667
2011	2	1	1	0	0	0	100	0	0	0	0	6.05E-06	0.00018144	0.00087696	0.002068415	0.002328479	0.003737662	0.007251548	0.013964825	0.01642636	0.027040594	0.056742307	0.100312077	0.146355477	0.197285659	0.209629621	0.143760886	0.055629476	0.016402168
2012	2	1	1	0	0	0	100	0	4.27E-06	0	0	4.27E-06	8.54E-06	0.000205018	0.00084997	0.001721295	0.004207136	0.009943364	0.020886189	0.030329822	0.05106652	0.105720851	0.164462725	0.176050503	0.164441369	0.138720176	0.086854941	0.034810316	0.009695634
2013	2	1	1	0	0	0	100	0	0	0	0	0	4.17E-05	0.000166635	0.000866504	0.00190381	0.005865567	0.016092816	0.036122394	0.056514404	0.102118353	0.177516716	0.20225791	0.16643546	0.109204524	0.069574455	0.037692933	0.013780749	0.003836781
2014	2	1	1	0	0	0	100	0	0	0	0	0	1.43E-05	0.000166476	0.00093702	0.002468596	0.008651976	0.02358246	0.044230193	0.055707498	0.080911906	0.147982553	0.206967242	0.194819279	0.123472586	0.064259588	0.031416327	0.01128229	0.003124985
2015	2	1	1	0	0	0	100	0	0	0	0	6.69E-06	6.69E-06	0.000234211	0.000682557	0.002649928	0.007220386	0.019452883	0.035927943	0.056819551	0.095230129	0.142333275	0.159939239	0.145204031	0.112508197	0.092506591	0.073696115	0.04045825	0.015116637
2016	2	1	1	0	0	0	100	0	0	0	0	0	1.11E-05	0.000132882	0.000509379	0.002148252	0.007784643	0.019721835	0.037140389	0.055511262	0.088333001	0.139403805	0.164064403	0.147764268	0.116348858	0.092574137	0.074612983	0.039045025	0.014893806
2017	2	1	1	0	0	0	100	0	0	0	0	0	9.29E-05	0.000522806	0.002311964	0.005239677	0.014673421	0.031403211	0.049538769	0.071647652	0.122429537	0.188547064	0.194112043	0.15060297	0.094058601	0.047563724	0.020215164	0.005309385	0.001731069
2018	2	1	1	0	0	0	100	0	0	0	0	2.17E-05	9.75E-05	0.000671865	0.002253997	0.005467027	0.016043476	0.04263631	0.076760529	0.102275129	0.138284903	0.180113892	0.173492775	0.123352171	0.071927439	0.039092766	0.01846544	0.00689203	0.00215105
2019	2	1	1	0	0	0	100	0	0	0	0	3.06E-06	3.98E-05	0.000287473	0.001021447	0.003174438	0.010459131	0.029294743	0.06719839	0.115096319	0.18667103	0.236012441	0.169514384	0.09477441	0.047527883	0.022588054	0.010388792	0.00425705	0.001691199
2020	2	1	1	0	0	0	100	0	0	0	0	0	0	4.12E-05	0.000188456	0.001071843	0.004976414	0.015288485	0.040512129	0.078509549	0.14512282	0.201865713	0.207849188	0.153108639	0.088014794	0.038498006	0.016796132	0.006154263	0.002002344
2021	2	1	1	0	0	0	100	0	0	0	0	0	0	0	7.13E-05	0.000392143	0.00167552	0.005739546	0.015543118	0.037610067	0.093330006	0.174432284	0.231150405	0.205589819	0.141920074	0.063812342	0.022387794	0.005668247	0.000677338
2024	2	1	1	0	0	0	100	0	0	0	0	0	0	0	3.94E-05	0.000157425	0.00173167	0.006100201	0.018418671	0.02880869	0.04947066	0.086780275	0.157149042	0.194773505	0.197528435	0.148648117	0.077649652	0.026093117	0.006651187
# Discard	females							1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
#Year	Season	Fleet	Sex	Type	Shell	Maturity	Nsamp	27.5	32.5	37.5	42.5	47.5	52.5	57.5	62.5	67.5	72.5	77.5	82.5	87.5	92.5	97.5	102.5	107.5	112.5	117.5	122.5	127.5	132.5
1992	2	1	2	2	0	0	100	0	0	0	0	0.003645833	0.045833333	0.083333333	0.159375	0.219270833	0.231770833	0.1359375	0.075	0.020833333	0.01875	0.004166667	0.002083333	0	0	0	0	0	0
1993	2	1	2	2	0	0	100	0	0	0	0.000785546	0.005498822	0.041633936	0.126472899	0.257659073	0.300078555	0.170463472	0.035349568	0.018067557	0.020424195	0.00785546	0.011783189	0.00392773	0	0	0	0	0	0
1994	2	1	2	2	0	0	100	0	0	0	0	0.001855288	0.018552876	0.07606679	0.148423006	0.239332096	0.350649351	0.087198516	0.018552876	0.022263451	0.014842301	0.011131725	0.003710575	0.00742115	0	0	0	0	0
1995	2	1	2	2	0	0	100	0	0	0	0	0.007352941	0.022058824	0.117647059	0.183823529	0.360294118	0.176470588	0.073529412	0.036764706	0.014705882	0	0.007352941	0	0	0	0	0	0	0
1996	2	1	2	2	0	0	100	0	0	0	0	0.001270648	0.005082592	0.108005083	0.269377382	0.306226175	0.254129606	0.041931385	0.003811944	0.00635324	0.002541296	0	0	0	0.001270648	0	0	0	0
1997	2	1	2	2	0	0	100	0	0	0.000938086	0.001876173	0.024390244	0.109756098	0.21575985	0.304878049	0.236397749	0.076923077	0.020637899	0.005628518	0.000938086	0	0.000938086	0	0	0.000938086	0	0	0	0
1998	2	1	2	2	0	0	100	0	0	0	0.009009009	0.027027027	0.072072072	0.18018018	0.369369369	0.288288288	0.018018018	0	0.009009009	0	0.018018018	0.009009009	0	0	0	0	0	0	0
1999	2	1	2	2	0	0	100	0	0	0	0	0	0.01	0.03	0.11	0.38	0.34	0.07	0.04	0.02	0	0	0	0	0	0	0	0	0
2000	2	1	2	2	0	0	100	0	0	0	0	0	0.066666667	0	0.266666667	0	0.333333333	0.133333333	0.133333333	0.066666667	0	0	0	0	0	0	0	0	0
2001	2	1	2	2	0	0	100	0	0	0	0.001792115	0.037634409	0.247311828	0.403225806	0.17562724	0.08781362	0.028673835	0.001792115	0	0.001792115	0.003584229	0.001792115	0.001792115	0.005376344	0	0.001792115	0	0	0
2002	2	1	2	2	0	0	100	0	0	0	0	0	0.031746032	0.19047619	0.285714286	0.349206349	0.111111111	0.031746032	0	0	0	0	0	0	0	0	0	0	0
2003	2	1	2	2	0	0	100	0	0	0	0	0	0	0	0.272727273	0.272727273	0.090909091	0.181818182	0.136363636	0.045454545	0	0	0	0	0	0	0	0	0
2004	2	1	2	2	0	0	100	0	0	0	0	0	0.222222222	0.222222222	0.111111111	0.222222222	0	0.111111111	0	0	0.111111111	0	0	0	0	0	0	0	0
2005	2	1	2	2	0	0	100	0.007575758	0	0	0	0	0.068181818	0.227272727	0.295454545	0.196969697	0.106060606	0.075757576	0.022727273	0	0	0	0	0	0	0	0	0	0
2006	2	1	2	2	0	0	100	0	0	0	0	0	0	0.035087719	0.140350877	0.333333333	0.263157895	0.157894737	0.01754386	0.052631579	0	0	0	0	0	0	0	0	0
2007	2	1	2	2	0	0	100	0	0	0	0	0	0	0.010958904	0.205479452	0.257534247	0.304109589	0.134246575	0.038356164	0.032876712	0.010958904	0.002739726	0.002739726	0	0	0	0	0	0
2008	2	1	2	2	0	0	100	0	0	0	0	0	0	0.021691974	0.164859002	0.264642082	0.368763557	0.160520607	0.013015184	0.004338395	0.002169197	0	0	0	0	0	0	0	0
2009	2	1	2	2	0	0	100	0	0	0	0	0	0.004065041	0.004065041	0.093495935	0.321138211	0.386178862	0.150406504	0.028455285	0.004065041	0.008130081	0	0	0	0	0	0	0	0
2010	2	1	2	2	0	0	100	0	0	0	0	0	0.017241379	0.090517241	0.237068966	0.284482759	0.273706897	0.066810345	0.015086207	0.010775862	0	0.004310345	0	0	0	0	0	0	0
2011	2	1	2	2	0	0	100	0	0	0.000356697	0.004815409	0.030497592	0.264847512	0.299268771	0.19047619	0.152309613	0.045835563	0.007847334	0.001783485	0.000535045	0.000535045	0.000891742	0	0	0	0	0	0	0
2012	2	1	2	2	0	0	100	0	0	0	0.001866833	0.008089608	0.030491599	0.058494088	0.092097075	0.146857498	0.338518979	0.242688239	0.065339141	0.013690106	0.000622278	0.001244555	0	0	0	0	0	0	0
2013	2	1	2	2	0	0	100	0	0	0	0	0.000340716	0.00988075	0.044293015	0.09846678	0.182964225	0.379897785	0.232708688	0.040545145	0.007495741	0.002044293	0.000340716	0	0	0	0	0	0	0
2014	2	1	2	2	0	0	100	0	0	0	0	0.0001734	0.010924224	0.035200277	0.078897174	0.228021502	0.394832669	0.215363274	0.028090862	0.005722213	0.002080805	0.000520201	0.0001734	0	0	0	0	0	0
2015	2	1	2	2	0	0	100	0	0	0	0	0.000433651	0.018647008	0.050303556	0.116652212	0.256287944	0.365134432	0.163486557	0.021248916	0.005203816	0.000433651	0.000433651	0.000433651	0.000433651	0	0	0	0	0
2016	2	1	2	2	0	0	100	0	0	0	0	0	0.006393862	0.023017903	0.069053708	0.219948849	0.398976982	0.223785166	0.040920716	0.008951407	0.00511509	0.002557545	0	0.001278772	0	0	0	0	0
2017	2	1	2	2	0	0	100	0	0	0	0.001908397	0.001908397	0.011450382	0.047709924	0.160305344	0.38740458	0.282442748	0.06870229	0.015267176	0.019083969	0.003816794	0	0	0	0	0	0	0	0
2018	2	1	2	2	0	0	100	0	0	0	0.00390625	0.04296875	0.12890625	0.25	0.255859375	0.23046875	0.064453125	0.01171875	0.009765625	0.001953125	0	0	0	0	0	0	0	0	0
2019	2	1	2	2	0	0	100	0	0	0	0	0.001843318	0.017511521	0.133640553	0.371428571	0.382488479	0.070046083	0.014746544	0.004608295	0.001843318	0.001843318	0	0	0	0	0	0	0	0
2020	2	1	2	2	0	0	100	0	0	0	0.055555556	0	0.277777778	0.111111111	0.166666667	0.388888889	0	0	0	0	0	0	0	0	0	0	0	0	0
2021	2	1	2	2	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024	2	1	2	2	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# Trawl bycatch female				
#Year	Season	Fleet	Sex	Type	Shell	Maturity	Nsamp	DataVec																					
1991	2	2	2	2	0	0	100	0.054 0.051 0.037 0.052 0.081 0.133 0.142 0.152 0.134 0.087 0.029 0.011 0.005 0.004 0.003 0.004 0.003 0.005 0.003 0.001 0.003 0.004
1992	2	2	2	2	0	0	100	0.028 0.161 0.177 0.174 0.142 0.087 0.1 0.055 0.035 0.017 0.007 0.001 0.002 0.002 0.003 0.002 0.001 0.003 0.001 0.001 0 0
1993	2	2	2	2	0	0	100	0 0.002 0.01 0.112 0.327 0.26 0.199 0.067 0.019 0.003 0 0.001 0.001 0 0 0 0 0 0 0 0 0
1994	2	2	2	2	0	0	100	0 0 0 0.009 0.009 0.161 0.136 0.243 0.159 0.102 0.048 0.039 0.023 0.011 0.02 0.005 0.005 0 0.011 0.005 0.009 0.005
1995	2	2	2	2	0	0	100	0.02 0.014 0.003 0.017 0.042 0.127 0.133 0.21 0.207 0.105 0.025 0.04 0.011 0.017 0.017 0.008 0.003 0 0 0 0 0
1996	2	2	2	2	0	0	100	0.002 0.002 0.004 0.014 0.07 0.125 0.183 0.187 0.206 0.1 0.033 0.027 0.011 0.011 0.007 0.009 0.002 0.002 0.002 0.001 0.001 0
1997	2	2	2	2	0	0	100	0.008 0.067 0.059 0.168 0.158 0.144 0.196 0.098 0.047 0.019 0.009 0.009 0.008 0.004 0.003 0.002 0.001 0.001 0 0 0 0
1998	2	2	2	2	0	0	100	0.02 0.028 0.046 0.17 0.222 0.148 0.121 0.08 0.047 0.026 0.019 0.013 0.011 0.011 0.01 0.01 0.004 0.005 0.005 0.002 0.001 0.001
1999	2	2	2	2	0	0	100	0.003 0.006 0.027 0.072 0.072 0.135 0.237 0.211 0.112 0.044 0.014 0.007 0.007 0.004 0.006 0.007 0.008 0.011 0.008 0.005 0.004 0.001
2000	2	2	2	2	0	0	100	0.006 0.014 0.016 0.029 0.05 0.134 0.219 0.187 0.128 0.099 0.033 0.025 0.018 0.007 0.006 0.003 0.006 0.008 0.005 0.004 0.001 0.001
2001	2	2	2	2	0	0	100	0.01 0.027 0.06 0.078 0.055 0.143 0.163 0.131 0.126 0.091 0.038 0.023 0.012 0.01 0.012 0.004 0.005 0.006 0.003 0.004 0 0
2002	2	2	2	2	0	0	100	0.004 0.007 0.014 0.032 0.078 0.185 0.241 0.17 0.103 0.043 0.03 0.03 0.018 0.014 0.01 0.007 0.002 0.005 0.005 0.002 0.002 0
2003	2	2	2	2	0	0	100	0.023 0.324 0.16 0.058 0.046 0.069 0.083 0.079 0.06 0.035 0.018 0.01 0.004 0.005 0.004 0.003 0.005 0.005 0.006 0.003 0.002 0
2004	2	2	2	2	0	0	100	0.016 0.031 0.04 0.104 0.238 0.308 0.134 0.05 0.038 0.017 0.008 0.006 0.003 0.002 0.001 0.001 0.001 0.001 0.001 0 0 0
2005	2	2	2	2	0	0	100	0.005 0.006 0.01 0.026 0.125 0.258 0.242 0.129 0.091 0.045 0.022 0.012 0.006 0.006 0.003 0.005 0.004 0.002 0.002 0.002 0.002 0.001
2006	2	2	2	2	0	0	100	0 0.001 0.001 0.009 0.027 0.12 0.254 0.281 0.178 0.076 0.026 0.009 0.004 0.004 0.001 0.003 0.002 0 0.001 0 0.001 0
2007	2	2	2	2	0	0	100	0 0.002 0.002 0.009 0.037 0.12 0.237 0.225 0.171 0.077 0.033 0.018 0.016 0.014 0.014 0.01 0.007 0.004 0.001 0.001 0 0
2008	2	2	2	2	0	0	100	0.005 0.007 0.006 0.012 0.048 0.12 0.172 0.203 0.191 0.117 0.042 0.021 0.017 0.012 0.011 0.005 0.004 0.002 0.003 0 0.002 0
2009	2	2	2	2	0	0	100	0.001 0.002 0.003 0.007 0.039 0.184 0.279 0.217 0.16 0.062 0.018 0.006 0.005 0.004 0.004 0.002 0.003 0.002 0.001 0.001 0 0
2010	2	2	2	2	0	0	100	0.002 0.025 0.011 0.041 0.146 0.173 0.215 0.141 0.095 0.048 0.028 0.016 0.008 0.007 0.008 0.005 0.007 0.006 0.004 0.009 0.003 0.002
2011	2	2	2	2	0	0	100	0.001 0.003 0.006 0.042 0.114 0.124 0.122 0.174 0.194 0.099 0.042 0.013 0.006 0.004 0.005 0.006 0.013 0.013 0.008 0.004 0.004 0.003
2012	2	2	2	2	0	0	100	0.002 0.001 0.004 0.011 0.036 0.099 0.153 0.21 0.21 0.142 0.066 0.028 0.011 0.006 0.006 0.004 0.001 0.002 0.002 0.003 0.003 0
2013	2	2	2	2	0	0	100	0.004 0.029 0.023 0.022 0.066 0.141 0.127 0.098 0.112 0.13 0.13 0.06 0.025 0.009 0.008 0.005 0.005 0.004 0.002 0.001 0.001 0.001
2014	2	2	2	2	0	0	100	0.002 0.023 0.023 0.102 0.164 0.141 0.169 0.116 0.115 0.08 0.025 0.009 0.009 0.005 0.002 0.003 0.002 0.001 0.003 0.003 0.001 0.001
2015	2	2	2	2	0	0	100	0.008 0.015 0.023 0.076 0.124 0.137 0.214 0.221 0.089 0.053 0.017 0.008 0.003 0.004 0.004 0.001 0.002 0.002 0.001 0 0 0
2016	2	2	2	2	0	0	100	0.002 0.006 0.032 0.064 0.115 0.194 0.16 0.115 0.087 0.07 0.046 0.038 0.02 0.012 0.014 0.006 0.011 0.004 0.004 0.002 0 0
2017	2	2	2	2	0	0	100	0.003 0.007 0.045 0.169 0.16 0.202 0.129 0.099 0.053 0.041 0.028 0.01 0.013 0.008 0.008 0.01 0.003 0.001 0.006 0 0.003 0.003
2018	2	2	2	2	0	0	100	0.004 0.006 0.008 0.053 0.134 0.293 0.24 0.138 0.069 0.02 0.007 0.008 0.004 0.005 0.003 0.001 0.002 0.001 0 0.001 0 0
2019	2	2	2	2	0	0	100	0.002 0.004 0.009 0.027 0.127 0.298 0.226 0.155 0.076 0.026 0.017 0.014 0.008 0.006 0.002 0.001 0.001 0.001 0 0 0.001 0
2020	2	2	2	2	0	0	100	0.008 0.012 0.015 0.048 0.181 0.296 0.207 0.096 0.055 0.017 0.012 0.015 0.012 0.008 0.007 0.008 0 0.002 0.002 0 0 0
2021	2	2	2	2	0	0	100	0 0.019 0.041 0.056 0.071 0.152 0.1 0.16 0.104 0.067 0.048 0.03 0.045 0.022 0.033 0.019 0.022 0 0.004 0.004 0.004 0
2022	2	2	2	2	0	0	100	0.01 0.055 0.039 0.074 0.141 0.119 0.161 0.116 0.077 0.042 0.064 0.029 0.035 0.016 0.003 0.006 0.006 0.006 0 0 0 0
2023	2	2	2	2	0	0	100	0.083 0.092 0.076 0.071 0.138 0.112 0.101 0.136 0.082 0.032 0.032 0.014 0.008 0.011 0.004 0.004 0.004 0.001 0 0 0 0.001
2024	2	2	2	2	0	0	100	0.005 0.056 0.083 0.04 0.115 0.135 0.162 0.165 0.057 0.067 0.048 0.023 0.016 0.008 0.009 0.003 0.003 0.001 0.001 0.001 0.001 0.001
# Trawl bycatch male				
#Year	Season	Fleet	Sex	Type	Shell	Maturity	Nsamp	DataVec																					
1991	2	2	1	2	0	0	100	0.015 0.019 0.012 0.021 0.024 0.021 0.021 0.022 0.021 0.022 0.035 0.045 0.067 0.093 0.091 0.078 0.073 0.08 0.092 0.07 0.052 0.025
1992	2	2	1	2	0	0	100	0.011 0.055 0.075 0.097 0.121 0.068 0.067 0.052 0.042 0.029 0.036 0.028 0.028 0.026 0.035 0.033 0.039 0.056 0.043 0.033 0.019 0.006
1993	2	2	1	2	0	0	100	0 0.001 0.002 0.023 0.047 0.073 0.12 0.104 0.064 0.053 0.044 0.031 0.028 0.036 0.049 0.069 0.076 0.071 0.058 0.03 0.013 0.008
1994	2	2	1	2	0	0	100	0 0 0 0.002 0.002 0.019 0.024 0.039 0.056 0.074 0.072 0.058 0.054 0.066 0.068 0.083 0.102 0.108 0.076 0.052 0.032 0.013
