"","YEAR","MIDPOINT","TOTAL","NUM_MATURE","PROP_MATURE","BIN_SIZE"
"725",2005,52.5,37,4,0.108108108108108,"5mm"
"726",2005,57.5,73,17,0.232876712328767,"5mm"
"727",2005,62.5,138,40,0.289855072463768,"5mm"
"728",2005,67.5,132,53,0.401515151515151,"5mm"
"729",2005,72.5,66,32,0.484848484848485,"5mm"
"730",2005,77.5,65,41,0.630769230769231,"5mm"
"731",2005,82.5,101,52,0.514851485148515,"5mm"
"732",2005,87.5,122,62,0.508196721311475,"5mm"
"733",2005,92.5,94,55,0.585106382978723,"5mm"
"734",2005,97.5,85,63,0.741176470588235,"5mm"
"735",2005,102.5,85,72,0.847058823529412,"5mm"
"736",2005,107.5,61,59,0.967213114754098,"5mm"
"737",2005,112.5,69,67,0.971014492753623,"5mm"
"738",2005,117.5,74,69,0.932432432432432,"5mm"
"739",2005,122.5,75,74,0.986666666666667,"5mm"
"740",2005,127.5,32,31,0.96875,"5mm"
"741",2005,132.5,7,7,1,"5mm"
"742",2005,137.5,1,1,1,"5mm"
"743",2006,17.5,1,1,0,"5mm"
"744",2006,22.5,3,0,0,"5mm"
"745",2006,27.5,1,1,0,"5mm"
"746",2006,32.5,3,0,0,"5mm"
"747",2006,37.5,11,0,0,"5mm"
"748",2006,42.5,17,1,0.0588235294117647,"5mm"
"749",2006,47.5,21,7,0.333333333333333,"5mm"
"750",2006,52.5,37,11,0.297297297297297,"5mm"
"751",2006,57.5,78,17,0.217948717948718,"5mm"
"752",2006,62.5,106,36,0.339622641509434,"5mm"
"753",2006,67.5,90,46,0.511111111111111,"5mm"
"754",2006,72.5,113,50,0.442477876106195,"5mm"
"755",2006,77.5,153,81,0.529411764705882,"5mm"
"756",2006,82.5,185,94,0.508108108108108,"5mm"
"757",2006,87.5,142,89,0.626760563380282,"5mm"
"758",2006,92.5,75,50,0.666666666666667,"5mm"
"759",2006,97.5,54,43,0.796296296296296,"5mm"
"760",2006,102.5,49,40,0.816326530612245,"5mm"
"761",2006,107.5,29,27,0.931034482758621,"5mm"
"762",2006,112.5,18,17,0.944444444444444,"5mm"
"763",2006,117.5,13,11,0.846153846153846,"5mm"
"764",2006,122.5,18,18,1,"5mm"
"765",2006,127.5,7,7,1,"5mm"
"766",2006,132.5,1,1,1,"5mm"
"767",2007,42.5,1,0,0,"5mm"
"768",2007,47.5,5,0,0,"5mm"
"769",2007,52.5,17,0,0,"5mm"
"770",2007,57.5,33,7,0.212121212121212,"5mm"
"771",2007,62.5,123,47,0.382113821138211,"5mm"
"772",2007,67.5,132,83,0.628787878787879,"5mm"
"773",2007,72.5,125,73,0.584,"5mm"
"774",2007,77.5,100,55,0.55,"5mm"
"775",2007,82.5,133,71,0.533834586466165,"5mm"
"776",2007,87.5,108,67,0.62037037037037,"5mm"
"777",2007,92.5,112,51,0.455357142857143,"5mm"
"778",2007,97.5,125,74,0.592,"5mm"
"779",2007,102.5,165,140,0.848484848484849,"5mm"
"780",2007,107.5,126,110,0.873015873015873,"5mm"
"781",2007,112.5,82,75,0.914634146341463,"5mm"
"782",2007,117.5,33,30,0.909090909090909,"5mm"
"783",2007,122.5,10,9,0.9,"5mm"
"784",2007,127.5,4,4,1,"5mm"
"785",2007,132.5,1,1,1,"5mm"
"786",2009,22.5,1,0,0,"5mm"
"787",2009,27.5,15,0,0,"5mm"
"788",2009,32.5,35,0,0,"5mm"
"789",2009,37.5,25,0,0,"5mm"
"790",2009,42.5,45,1,0.0222222222222222,"5mm"
"791",2009,47.5,31,0,0,"5mm"
"792",2009,52.5,30,6,0.2,"5mm"
"793",2009,57.5,40,9,0.225,"5mm"
"794",2009,62.5,44,19,0.431818181818182,"5mm"
"795",2009,67.5,51,26,0.509803921568627,"5mm"
"796",2009,72.5,68,26,0.382352941176471,"5mm"
"797",2009,77.5,91,28,0.307692307692308,"5mm"
"798",2009,82.5,56,16,0.285714285714286,"5mm"
"799",2009,87.5,71,17,0.23943661971831,"5mm"
"800",2009,92.5,49,13,0.26530612244898,"5mm"
"801",2009,97.5,66,30,0.454545454545455,"5mm"
"802",2009,102.5,43,37,0.86046511627907,"5mm"
"803",2009,107.5,64,61,0.953125,"5mm"
"804",2009,112.5,66,63,0.954545454545455,"5mm"
"805",2009,117.5,61,59,0.967213114754098,"5mm"
"806",2009,122.5,50,45,0.9,"5mm"
"807",2009,127.5,23,23,1,"5mm"
"808",2009,132.5,5,5,1,"5mm"
"809",2009,137.5,1,1,1,"5mm"
"810",2009,142.5,1,0,1,"5mm"
"811",2009,147.5,1,0,1,"5mm"
"812",2009,152.5,1,0,1,"5mm"
"813",2011,22.5,2,0,0,"5mm"
"814",2011,27.5,6,0,0,"5mm"
"815",2011,32.5,11,0,0,"5mm"
"816",2011,37.5,7,0,0,"5mm"
"817",2011,42.5,37,0,0,"5mm"
"818",2011,47.5,47,0,0,"5mm"
"819",2011,52.5,53,3,0.0566037735849057,"5mm"
"820",2011,57.5,66,10,0.151515151515152,"5mm"
"821",2011,62.5,54,17,0.314814814814815,"5mm"
"822",2011,67.5,41,13,0.317073170731707,"5mm"
"823",2011,72.5,35,14,0.4,"5mm"
"824",2011,77.5,40,21,0.525,"5mm"
"825",2011,82.5,22,5,0.227272727272727,"5mm"
"826",2011,87.5,25,9,0.36,"5mm"
"827",2011,92.5,29,19,0.655172413793103,"5mm"
"828",2011,97.5,31,27,0.870967741935484,"5mm"
"829",2011,102.5,33,31,0.939393939393939,"5mm"
"830",2011,107.5,29,29,1,"5mm"
"831",2011,112.5,27,26,0.962962962962963,"5mm"
"832",2011,117.5,25,25,1,"5mm"
"833",2011,122.5,12,12,1,"5mm"
"834",2011,127.5,11,10,0.909090909090909,"5mm"
"835",2011,132.5,3,3,1,"5mm"
"836",2015,17.5,1,0,0,"5mm"
"837",2015,22.5,7,0,0,"5mm"
"838",2015,27.5,13,0,0,"5mm"
"839",2015,32.5,31,0,0,"5mm"
"840",2015,37.5,13,0,0,"5mm"
"841",2015,42.5,22,0,0,"5mm"
"842",2015,47.5,22,0,0,"5mm"
"843",2015,52.5,20,3,0.15,"5mm"
"844",2015,57.5,29,6,0.206896551724138,"5mm"
"845",2015,62.5,43,13,0.302325581395349,"5mm"
"846",2015,67.5,31,8,0.258064516129032,"5mm"
"847",2015,72.5,31,10,0.32258064516129,"5mm"
"848",2015,77.5,28,12,0.428571428571429,"5mm"
"849",2015,82.5,20,10,0.5,"5mm"
"850",2015,87.5,35,13,0.371428571428571,"5mm"
"851",2015,92.5,26,14,0.538461538461538,"5mm"
"852",2015,97.5,26,17,0.653846153846154,"5mm"
"853",2015,102.5,24,22,0.916666666666667,"5mm"
"854",2015,107.5,29,27,0.931034482758621,"5mm"
"855",2015,112.5,24,24,1,"5mm"
"856",2015,117.5,17,17,1,"5mm"
"857",2015,122.5,20,20,1,"5mm"
"858",2015,127.5,6,6,1,"5mm"
"859",2015,132.5,5,5,1,"5mm"
"860",2017,27.5,3,0,0,"5mm"
"861",2017,32.5,15,0,0,"5mm"
"862",2017,37.5,9,0,0,"5mm"
"863",2017,42.5,77,4,0.051948051948052,"5mm"
"864",2017,47.5,130,19,0.146153846153846,"5mm"
"865",2017,52.5,145,52,0.358620689655172,"5mm"
"866",2017,57.5,192,68,0.354166666666667,"5mm"
"867",2017,62.5,159,65,0.408805031446541,"5mm"
"868",2017,67.5,130,49,0.376923076923077,"5mm"
"869",2017,72.5,115,56,0.48695652173913,"5mm"
"870",2017,77.5,102,47,0.46078431372549,"5mm"
"871",2017,82.5,102,52,0.509803921568627,"5mm"
"872",2017,87.5,95,62,0.652631578947368,"5mm"
"873",2017,92.5,101,76,0.752475247524752,"5mm"
"874",2017,97.5,147,126,0.857142857142857,"5mm"
"875",2017,102.5,147,135,0.918367346938776,"5mm"
"876",2017,107.5,139,134,0.964028776978417,"5mm"
"877",2017,112.5,115,113,0.982608695652174,"5mm"
"878",2017,117.5,64,63,0.984375,"5mm"
"879",2017,122.5,19,19,1,"5mm"
"880",2017,127.5,14,14,1,"5mm"
"881",2017,142.5,1,1,1,"5mm"
"882",2018,22.5,1,0,0,"5mm"
"883",2018,27.5,31,0,0,"5mm"
"884",2018,32.5,18,1,0,"5mm"
"885",2018,37.5,10,0,0,"5mm"
"886",2018,42.5,59,1,0.0169491525423729,"5mm"
"887",2018,47.5,78,7,0.0897435897435897,"5mm"
"888",2018,52.5,120,29,0.241666666666667,"5mm"
"889",2018,57.5,153,54,0.352941176470588,"5mm"
"890",2018,62.5,103,54,0.524271844660194,"5mm"
"891",2018,67.5,88,39,0.443181818181818,"5mm"
"892",2018,72.5,80,43,0.5375,"5mm"
"893",2018,77.5,102,65,0.637254901960784,"5mm"
"894",2018,82.5,83,55,0.662650602409639,"5mm"
"895",2018,87.5,77,50,0.649350649350649,"5mm"
"896",2018,92.5,88,69,0.784090909090909,"5mm"
"897",2018,97.5,96,87,0.90625,"5mm"
"898",2018,102.5,100,95,0.95,"5mm"
"899",2018,107.5,68,64,0.941176470588235,"5mm"
"900",2018,112.5,40,39,0.975,"5mm"
"901",2018,117.5,21,19,0.904761904761905,"5mm"
"902",2018,122.5,12,12,1,"5mm"
"903",2018,127.5,4,4,1,"5mm"
"904",2018,132.5,1,1,1,"5mm"
"905",2018,137.5,1,1,1,"5mm"
"906",2019,27.5,3,0,0,"5mm"
"907",2019,32.5,3,0,0,"5mm"
"908",2019,37.5,3,0,0,"5mm"
"909",2019,42.5,6,2,0.333333333333333,"5mm"
"910",2019,47.5,42,11,0.261904761904762,"5mm"
"911",2019,52.5,92,38,0.41304347826087,"5mm"
"912",2019,57.5,145,60,0.413793103448276,"5mm"
"913",2019,62.5,121,57,0.471074380165289,"5mm"
"914",2019,67.5,128,69,0.5390625,"5mm"
"915",2019,72.5,158,84,0.531645569620253,"5mm"
"916",2019,77.5,191,112,0.586387434554974,"5mm"
"917",2019,82.5,151,99,0.655629139072848,"5mm"
"918",2019,87.5,135,96,0.711111111111111,"5mm"
"919",2019,92.5,108,80,0.740740740740741,"5mm"
"920",2019,97.5,82,71,0.865853658536585,"5mm"
"921",2019,102.5,124,114,0.919354838709677,"5mm"
"922",2019,107.5,96,93,0.96875,"5mm"
"923",2019,112.5,49,46,0.938775510204082,"5mm"
"924",2019,117.5,25,24,0.96,"5mm"
"925",2019,122.5,12,12,1,"5mm"
"926",2019,127.5,8,8,1,"5mm"
"927",2019,132.5,2,2,1,"5mm"
"928",2021,27.5,4,0,0,"5mm"
"929",2021,32.5,6,0,0,"5mm"
"930",2021,37.5,5,0,0,"5mm"
"931",2021,42.5,9,2,0.222222222222222,"5mm"
"932",2021,47.5,17,9,0.529411764705882,"5mm"
"933",2021,52.5,31,20,0.645161290322581,"5mm"
"934",2021,57.5,38,17,0.447368421052632,"5mm"
"935",2021,62.5,50,31,0.62,"5mm"
"936",2021,67.5,66,34,0.515151515151515,"5mm"
"937",2021,72.5,71,38,0.535211267605634,"5mm"
"938",2021,77.5,74,41,0.554054054054054,"5mm"
"939",2021,82.5,126,69,0.547619047619048,"5mm"
"940",2021,87.5,143,79,0.552447552447552,"5mm"
"941",2021,92.5,135,84,0.622222222222222,"5mm"
"942",2021,97.5,147,105,0.714285714285714,"5mm"
"943",2021,102.5,160,150,0.9375,"5mm"
"944",2021,107.5,92,89,0.967391304347826,"5mm"
"945",2021,112.5,58,58,1,"5mm"
"946",2021,117.5,16,15,0.9375,"5mm"
"947",2021,122.5,2,2,1,"5mm"
"948",2021,127.5,1,1,1,"5mm"
"949",2021,132.5,1,1,1,"5mm"
"950",2022,22.5,1,1,0,"5mm"
"951",2022,27.5,2,0,0,"5mm"
"952",2022,32.5,7,0,0,"5mm"
"953",2022,37.5,11,1,0.0909090909090909,"5mm"
"954",2022,42.5,38,1,0.0263157894736842,"5mm"
"955",2022,47.5,33,4,0.121212121212121,"5mm"
"956",2022,52.5,46,7,0.152173913043478,"5mm"
"957",2022,57.5,41,11,0.268292682926829,"5mm"
"958",2022,62.5,21,8,0.380952380952381,"5mm"
"959",2022,67.5,17,6,0.352941176470588,"5mm"
"960",2022,72.5,31,17,0.548387096774194,"5mm"
"961",2022,77.5,30,19,0.633333333333333,"5mm"
"962",2022,82.5,34,16,0.470588235294118,"5mm"
"963",2022,87.5,26,11,0.423076923076923,"5mm"
"964",2022,92.5,28,15,0.535714285714286,"5mm"
"965",2022,97.5,32,22,0.6875,"5mm"
"966",2022,102.5,61,52,0.852459016393443,"5mm"
"967",2022,107.5,42,39,0.928571428571429,"5mm"
"968",2022,112.5,38,35,0.921052631578947,"5mm"
"969",2022,117.5,12,11,0.916666666666667,"5mm"
"970",2022,122.5,10,9,0.9,"5mm"
"971",2022,127.5,4,4,1,"5mm"
"972",2022,137.5,2,2,1,"5mm"
"973",2023,22.5,1,0,0,"5mm"
"974",2023,32.5,4,0,0,"5mm"
"975",2023,37.5,11,0,0,"5mm"
"976",2023,42.5,78,1,0.0128205128205128,"5mm"
"977",2023,47.5,119,5,0.0420168067226891,"5mm"
"978",2023,52.5,107,11,0.102803738317757,"5mm"
"979",2023,57.5,83,14,0.168674698795181,"5mm"
"980",2023,62.5,100,26,0.26,"5mm"
"981",2023,67.5,79,24,0.30379746835443,"5mm"
"982",2023,72.5,50,17,0.34,"5mm"
"983",2023,77.5,34,14,0.411764705882353,"5mm"
"984",2023,82.5,36,16,0.444444444444444,"5mm"
"985",2023,87.5,33,18,0.545454545454545,"5mm"
"986",2023,92.5,47,32,0.680851063829787,"5mm"
"987",2023,97.5,52,39,0.75,"5mm"
"988",2023,102.5,56,46,0.821428571428571,"5mm"
"989",2023,107.5,77,75,0.974025974025974,"5mm"
"990",2023,112.5,55,53,0.963636363636364,"5mm"
"991",2023,117.5,25,25,1,"5mm"
"992",2023,122.5,19,19,1,"5mm"
"993",2023,127.5,6,6,1,"5mm"
"994",2023,132.5,2,2,1,"5mm"
"995",2024,27.5,1,0,0,"5mm"
"996",2024,37.5,10,0,0,"5mm"
"997",2024,42.5,79,3,0.0379746835443038,"5mm"
"998",2024,47.5,98,4,0.0408163265306122,"5mm"
"999",2024,52.5,154,8,0.051948051948052,"5mm"
"1000",2024,57.5,116,22,0.189655172413793,"5mm"
"1001",2024,62.5,110,29,0.263636363636364,"5mm"
"1002",2024,67.5,92,34,0.369565217391304,"5mm"
"1003",2024,72.5,80,33,0.4125,"5mm"
"1004",2024,77.5,66,23,0.348484848484849,"5mm"
"1005",2024,82.5,57,33,0.578947368421053,"5mm"
"1006",2024,87.5,45,20,0.444444444444444,"5mm"
"1007",2024,92.5,35,23,0.657142857142857,"5mm"
"1008",2024,97.5,39,29,0.743589743589744,"5mm"
"1009",2024,102.5,47,34,0.723404255319149,"5mm"
"1010",2024,107.5,34,30,0.882352941176471,"5mm"
"1011",2024,112.5,43,41,0.953488372093023,"5mm"
"1012",2024,117.5,38,37,0.973684210526316,"5mm"
"1013",2024,122.5,19,19,1,"5mm"
"1014",2024,127.5,9,9,1,"5mm"
"1015",2024,132.5,2,2,1,"5mm"
"1016",1989,23.5,1,0,0,"1mm"
"1017",1989,31.5,6,0,0,"1mm"
"1018",1989,32.5,1,0,0,"1mm"
"1019",1989,33.5,1,0,0,"1mm"
"1020",1989,34.5,2,0,0,"1mm"
"1021",1989,35.5,1,0,0,"1mm"
"1022",1989,37.5,1,0,0,"1mm"
"1023",1989,38.5,5,0,0,"1mm"
"1024",1989,39.5,6,0,0,"1mm"
"1025",1989,40.5,11,0,0,"1mm"
"1026",1989,41.5,8,0,0,"1mm"
"1027",1989,42.5,16,2,0.125,"1mm"
"1028",1989,43.5,12,0,0,"1mm"
"1029",1989,44.5,14,0,0,"1mm"
"1030",1989,45.5,12,1,0.0833333333333333,"1mm"
"1031",1989,46.5,5,0,0,"1mm"
"1032",1989,47.5,15,1,0.0666666666666667,"1mm"
"1033",1989,48.5,15,2,0.133333333333333,"1mm"
"1034",1989,49.5,10,0,0,"1mm"
"1035",1989,50.5,13,2,0.153846153846154,"1mm"
"1036",1989,51.5,12,0,0,"1mm"
"1037",1989,52.5,15,3,0.2,"1mm"
"1038",1989,53.5,10,0,0,"1mm"
"1039",1989,54.5,18,4,0.222222222222222,"1mm"
"1040",1989,55.5,21,6,0.285714285714286,"1mm"
"1041",1989,56.5,17,3,0.176470588235294,"1mm"
"1042",1989,57.5,13,3,0.230769230769231,"1mm"
"1043",1989,58.5,22,8,0.363636363636364,"1mm"
"1044",1989,59.5,18,5,0.277777777777778,"1mm"
"1045",1989,60.5,22,9,0.409090909090909,"1mm"
"1046",1989,61.5,13,3,0.230769230769231,"1mm"
"1047",1989,62.5,16,6,0.375,"1mm"
"1048",1989,63.5,26,6,0.230769230769231,"1mm"
"1049",1989,64.5,16,6,0.375,"1mm"
"1050",1989,65.5,18,6,0.333333333333333,"1mm"
"1051",1989,66.5,25,5,0.2,"1mm"
"1052",1989,67.5,24,7,0.291666666666667,"1mm"
"1053",1989,68.5,30,11,0.366666666666667,"1mm"
"1054",1989,69.5,21,7,0.333333333333333,"1mm"
"1055",1989,70.5,23,5,0.217391304347826,"1mm"
"1056",1989,71.5,27,7,0.259259259259259,"1mm"
"1057",1989,72.5,37,12,0.324324324324324,"1mm"
"1058",1989,73.5,36,8,0.222222222222222,"1mm"
"1059",1989,74.5,38,11,0.289473684210526,"1mm"
"1060",1989,75.5,43,13,0.302325581395349,"1mm"
"1061",1989,76.5,27,11,0.407407407407407,"1mm"
"1062",1989,77.5,33,6,0.181818181818182,"1mm"
"1063",1989,78.5,47,17,0.361702127659574,"1mm"
"1064",1989,79.5,33,9,0.272727272727273,"1mm"
"1065",1989,80.5,43,13,0.302325581395349,"1mm"
"1066",1989,81.5,31,12,0.387096774193548,"1mm"
"1067",1989,82.5,30,12,0.4,"1mm"
"1068",1989,83.5,28,9,0.321428571428571,"1mm"
"1069",1989,84.5,26,10,0.384615384615385,"1mm"
"1070",1989,85.5,35,18,0.514285714285714,"1mm"
"1071",1989,86.5,27,9,0.333333333333333,"1mm"
"1072",1989,87.5,17,6,0.352941176470588,"1mm"
"1073",1989,88.5,23,12,0.521739130434783,"1mm"
"1074",1989,89.5,25,16,0.64,"1mm"
"1075",1989,90.5,27,13,0.481481481481481,"1mm"
"1076",1989,91.5,13,7,0.538461538461538,"1mm"
"1077",1989,92.5,26,17,0.653846153846154,"1mm"
"1078",1989,93.5,28,15,0.535714285714286,"1mm"
"1079",1989,94.5,21,13,0.619047619047619,"1mm"
"1080",1989,95.5,29,18,0.620689655172414,"1mm"
"1081",1989,96.5,17,12,0.705882352941177,"1mm"
"1082",1989,97.5,22,20,0.909090909090909,"1mm"
"1083",1989,98.5,22,13,0.590909090909091,"1mm"
"1084",1989,99.5,21,15,0.714285714285714,"1mm"
"1085",1989,100.5,21,18,0.857142857142857,"1mm"
"1086",1989,101.5,30,27,0.9,"1mm"
"1087",1989,102.5,20,15,0.75,"1mm"
"1088",1989,103.5,13,10,0.769230769230769,"1mm"
"1089",1989,104.5,16,14,0.875,"1mm"
"1090",1989,105.5,27,26,0.962962962962963,"1mm"
"1091",1989,106.5,21,17,0.80952380952381,"1mm"
"1092",1989,107.5,16,16,1,"1mm"
"1093",1989,108.5,15,15,1,"1mm"
"1094",1989,109.5,12,12,1,"1mm"
"1095",1989,110.5,13,11,0.846153846153846,"1mm"
"1096",1989,111.5,11,11,1,"1mm"
"1097",1989,112.5,5,5,1,"1mm"
"1098",1989,113.5,7,7,1,"1mm"
"1099",1989,114.5,12,12,1,"1mm"
"1100",1989,115.5,10,10,1,"1mm"
"1101",1989,116.5,9,9,1,"1mm"
"1102",1989,117.5,10,10,1,"1mm"
"1103",1989,118.5,10,10,1,"1mm"
"1104",1989,119.5,11,10,0.909090909090909,"1mm"
"1105",1989,120.5,7,6,0.857142857142857,"1mm"
"1106",1989,121.5,5,5,1,"1mm"
"1107",1989,122.5,8,8,1,"1mm"
"1108",1989,123.5,5,5,1,"1mm"
"1109",1989,124.5,4,4,1,"1mm"
"1110",1989,125.5,6,6,1,"1mm"
"1111",1989,126.5,2,2,1,"1mm"
"1112",1989,127.5,2,2,1,"1mm"
"1113",1989,128.5,4,4,1,"1mm"
"1114",1989,129.5,2,2,1,"1mm"
"1115",1989,130.5,2,2,1,"1mm"
"1116",1989,132.5,2,2,1,"1mm"
"1117",1989,133.5,2,2,1,"1mm"
"1118",1989,135.5,1,1,1,"1mm"
"1119",1989,137.5,1,1,1,"1mm"
"1120",1990,7.5,2,2,0,"1mm"
"1121",1990,8.5,6,0,0,"1mm"
"1122",1990,9.5,5,0,0,"1mm"
"1123",1990,10.5,1,0,0,"1mm"
"1124",1990,17.5,1,0,0,"1mm"
"1125",1990,27.5,1,0,0,"1mm"
"1126",1990,28.5,2,1,0,"1mm"
"1127",1990,29.5,3,2,0,"1mm"
"1128",1990,30.5,5,0,0,"1mm"
"1129",1990,31.5,6,0,0,"1mm"
"1130",1990,32.5,3,0,0,"1mm"
"1131",1990,33.5,6,0,0,"1mm"
"1132",1990,34.5,5,0,0,"1mm"
"1133",1990,35.5,9,0,0,"1mm"
"1134",1990,36.5,3,0,0,"1mm"
"1135",1990,37.5,6,0,0,"1mm"
"1136",1990,38.5,8,0,0,"1mm"
"1137",1990,39.5,10,0,0,"1mm"
"1138",1990,40.5,9,0,0,"1mm"
"1139",1990,41.5,6,0,0,"1mm"
"1140",1990,42.5,14,0,0,"1mm"
"1141",1990,43.5,13,0,0,"1mm"
"1142",1990,44.5,14,0,0,"1mm"
"1143",1990,45.5,30,0,0,"1mm"
"1144",1990,46.5,18,0,0,"1mm"
"1145",1990,47.5,21,0,0,"1mm"
"1146",1990,48.5,22,2,0.0909090909090909,"1mm"
"1147",1990,49.5,32,0,0,"1mm"
"1148",1990,50.5,20,1,0.05,"1mm"
"1149",1990,51.5,21,1,0.0476190476190476,"1mm"
"1150",1990,52.5,43,4,0.0930232558139535,"1mm"
"1151",1990,53.5,37,2,0.0540540540540541,"1mm"
"1152",1990,54.5,30,1,0.0333333333333333,"1mm"
"1153",1990,55.5,44,1,0.0227272727272727,"1mm"
"1154",1990,56.5,39,3,0.0769230769230769,"1mm"
"1155",1990,57.5,30,10,0.333333333333333,"1mm"
"1156",1990,58.5,54,8,0.148148148148148,"1mm"
"1157",1990,59.5,50,7,0.14,"1mm"
"1158",1990,60.5,48,11,0.229166666666667,"1mm"
"1159",1990,61.5,36,7,0.194444444444444,"1mm"
"1160",1990,62.5,50,6,0.12,"1mm"
"1161",1990,63.5,48,11,0.229166666666667,"1mm"
"1162",1990,64.5,35,4,0.114285714285714,"1mm"
"1163",1990,65.5,55,10,0.181818181818182,"1mm"
"1164",1990,66.5,40,6,0.15,"1mm"
"1165",1990,67.5,47,10,0.212765957446809,"1mm"
"1166",1990,68.5,37,12,0.324324324324324,"1mm"
"1167",1990,69.5,27,8,0.296296296296296,"1mm"
"1168",1990,70.5,32,11,0.34375,"1mm"
"1169",1990,71.5,27,6,0.222222222222222,"1mm"
"1170",1990,72.5,42,20,0.476190476190476,"1mm"
"1171",1990,73.5,49,22,0.448979591836735,"1mm"
"1172",1990,74.5,40,17,0.425,"1mm"
"1173",1990,75.5,38,14,0.368421052631579,"1mm"
"1174",1990,76.5,28,13,0.464285714285714,"1mm"
"1175",1990,77.5,42,17,0.404761904761905,"1mm"
"1176",1990,78.5,49,20,0.408163265306122,"1mm"
"1177",1990,79.5,38,10,0.263157894736842,"1mm"
"1178",1990,80.5,46,20,0.434782608695652,"1mm"
"1179",1990,81.5,38,14,0.368421052631579,"1mm"
"1180",1990,82.5,60,31,0.516666666666667,"1mm"
"1181",1990,83.5,36,10,0.277777777777778,"1mm"
"1182",1990,84.5,42,16,0.380952380952381,"1mm"
"1183",1990,85.5,48,19,0.395833333333333,"1mm"
"1184",1990,86.5,42,10,0.238095238095238,"1mm"
"1185",1990,87.5,49,16,0.326530612244898,"1mm"
"1186",1990,88.5,40,13,0.325,"1mm"
"1187",1990,89.5,48,13,0.270833333333333,"1mm"
"1188",1990,90.5,47,18,0.382978723404255,"1mm"
"1189",1990,91.5,42,8,0.19047619047619,"1mm"
"1190",1990,92.5,52,20,0.384615384615385,"1mm"
"1191",1990,93.5,44,22,0.5,"1mm"
"1192",1990,94.5,36,13,0.361111111111111,"1mm"
"1193",1990,95.5,39,20,0.512820512820513,"1mm"
"1194",1990,96.5,39,17,0.435897435897436,"1mm"
"1195",1990,97.5,41,19,0.463414634146341,"1mm"
"1196",1990,98.5,31,16,0.516129032258065,"1mm"
"1197",1990,99.5,30,19,0.633333333333333,"1mm"
"1198",1990,100.5,46,30,0.652173913043478,"1mm"
"1199",1990,101.5,26,14,0.538461538461538,"1mm"
"1200",1990,102.5,22,7,0.318181818181818,"1mm"
"1201",1990,103.5,23,11,0.478260869565217,"1mm"
"1202",1990,104.5,31,18,0.580645161290323,"1mm"
"1203",1990,105.5,21,15,0.714285714285714,"1mm"
"1204",1990,106.5,12,11,0.916666666666667,"1mm"
"1205",1990,107.5,12,11,0.916666666666667,"1mm"
"1206",1990,108.5,22,18,0.818181818181818,"1mm"
"1207",1990,109.5,11,9,0.818181818181818,"1mm"
"1208",1990,110.5,18,17,0.944444444444444,"1mm"
"1209",1990,111.5,6,5,0.833333333333333,"1mm"
"1210",1990,112.5,14,12,0.857142857142857,"1mm"
"1211",1990,113.5,9,9,1,"1mm"
"1212",1990,114.5,4,4,1,"1mm"
"1213",1990,115.5,9,9,1,"1mm"
"1214",1990,116.5,8,6,0.75,"1mm"
"1215",1990,117.5,5,4,0.8,"1mm"
"1216",1990,118.5,9,9,1,"1mm"
"1217",1990,119.5,9,8,0.888888888888889,"1mm"
"1218",1990,120.5,8,8,1,"1mm"
"1219",1990,121.5,6,6,1,"1mm"
"1220",1990,122.5,9,9,1,"1mm"
"1221",1990,123.5,4,4,1,"1mm"
"1222",1990,124.5,3,3,1,"1mm"
"1223",1990,125.5,5,5,1,"1mm"
"1224",1990,126.5,6,6,1,"1mm"
"1225",1990,127.5,4,4,1,"1mm"
"1226",1990,129.5,4,4,1,"1mm"
"1227",1990,130.5,1,1,1,"1mm"
"1228",1990,132.5,3,3,1,"1mm"
"1229",1990,134.5,2,2,1,"1mm"
"1230",1991,16.5,1,0,0,"1mm"
"1231",1991,17.5,1,0,0,"1mm"
"1232",1991,18.5,2,0,0,"1mm"
"1233",1991,20.5,1,0,0,"1mm"
"1234",1991,21.5,1,0,0,"1mm"
"1235",1991,22.5,2,0,0,"1mm"
"1236",1991,24.5,2,1,0,"1mm"
"1237",1991,25.5,1,0,0,"1mm"
"1238",1991,26.5,1,0,0,"1mm"
"1239",1991,27.5,1,0,0,"1mm"
"1240",1991,29.5,2,1,0,"1mm"
"1241",1991,30.5,1,0,0,"1mm"
"1242",1991,31.5,3,0,0,"1mm"
"1243",1991,32.5,4,0,0,"1mm"
"1244",1991,33.5,1,0,0,"1mm"
"1245",1991,34.5,1,0,0,"1mm"
"1246",1991,36.5,3,0,0,"1mm"
"1247",1991,37.5,3,0,0,"1mm"
"1248",1991,38.5,6,0,0,"1mm"
"1249",1991,39.5,3,0,0,"1mm"
"1250",1991,40.5,7,0,0,"1mm"
"1251",1991,41.5,10,0,0,"1mm"
"1252",1991,42.5,16,0,0,"1mm"
"1253",1991,43.5,18,0,0,"1mm"
"1254",1991,44.5,23,0,0,"1mm"
"1255",1991,45.5,7,1,0.142857142857143,"1mm"
"1256",1991,46.5,12,0,0,"1mm"
"1257",1991,47.5,20,0,0,"1mm"
"1258",1991,48.5,24,0,0,"1mm"
"1259",1991,49.5,27,0,0,"1mm"
"1260",1991,50.5,23,0,0,"1mm"
"1261",1991,51.5,18,1,0.0555555555555556,"1mm"
"1262",1991,52.5,28,3,0.107142857142857,"1mm"
"1263",1991,53.5,13,0,0,"1mm"
