crab_year,fishery,size,shell,total
1999,QO99,106,new,6601
1999,QO99,106,old,154
1999,QO99,107,new,7913
1999,QO99,107,old,195
1999,QO99,108,new,8496
1999,QO99,108,old,169
1999,QO99,109,new,6723
1999,QO99,109,old,153
1999,QO99,110,new,8246
1999,QO99,110,old,172
1999,QO99,111,new,6791
1999,QO99,111,old,154
1999,QO99,112,new,7898
1999,QO99,112,old,167
1999,QO99,113,new,7207
1999,QO99,113,old,133
1999,QO99,114,new,6894
1999,QO99,114,old,124
1999,QO99,115,new,6509
1999,QO99,115,old,109
1999,QO99,116,new,5309
1999,QO99,116,old,88
1999,QO99,117,new,5780
1999,QO99,117,old,103
1999,QO99,118,new,4917
1999,QO99,118,old,64
1999,QO99,119,new,3460
1999,QO99,119,old,50
1999,QO99,120,new,3472
1999,QO99,120,old,68
1999,QO99,121,new,2499
1999,QO99,121,old,57
1999,QO99,122,new,2372
1999,QO99,122,old,46
1999,QO99,123,new,2033
1999,QO99,123,old,38
1999,QO99,124,new,1480
1999,QO99,124,old,22
1999,QO99,125,new,1174
1999,QO99,125,old,21
1999,QO99,126,new,895
1999,QO99,126,old,15
1999,QO99,127,new,672
1999,QO99,127,old,13
1999,QO99,128,new,480
1999,QO99,128,old,6
1999,QO99,129,new,348
1999,QO99,129,old,9
1999,QO99,130,new,279
1999,QO99,130,old,1
1999,QO99,131,new,184
1999,QO99,131,old,4
1999,QO99,132,new,124
1999,QO99,132,old,3
1999,QO99,133,new,81
1999,QO99,133,old,1
1999,QO99,134,new,52
1999,QO99,134,old,2
1999,QO99,135,new,32
1999,QO99,135,old,1
1999,QO99,136,new,22
1999,QO99,137,new,13
1999,QO99,137,old,1
1999,QO99,138,new,10
1999,QO99,139,new,9
1999,QO99,140,new,1
1999,QO99,141,new,1
1999,QO99,142,new,1
1999,QO99,143,new,1
1999,QO99,144,new,1
2000,QO00,61,new,1
2000,QO00,61,old,1
2000,QO00,63,new,1
2000,QO00,66,new,1
2000,QO00,68,new,2
2000,QO00,68,old,1
2000,QO00,69,new,1
2000,QO00,70,new,2
2000,QO00,72,new,2
2000,QO00,73,old,1
2000,QO00,75,new,1
2000,QO00,76,new,3
2000,QO00,77,new,2
2000,QO00,78,new,2
2000,QO00,78,old,1
2000,QO00,79,new,4
2000,QO00,80,new,2
2000,QO00,81,new,3
2000,QO00,81,old,2
2000,QO00,82,new,7
2000,QO00,82,old,1
2000,QO00,83,new,7
2000,QO00,84,new,6
2000,QO00,84,old,2
2000,QO00,85,new,6
2000,QO00,86,new,5
2000,QO00,86,old,2
2000,QO00,87,new,5
2000,QO00,87,old,1
2000,QO00,88,new,12
2000,QO00,89,new,10
2000,QO00,90,new,15
2000,QO00,90,old,6
2000,QO00,91,new,23
2000,QO00,91,old,4
2000,QO00,92,new,38
2000,QO00,92,old,4
2000,QO00,93,new,36
2000,QO00,93,old,6
2000,QO00,94,new,49
2000,QO00,94,old,9
2000,QO00,95,new,75
2000,QO00,95,old,11
2000,QO00,96,new,132
2000,QO00,96,old,20
2000,QO00,97,new,181
2000,QO00,97,old,24
2000,QO00,98,new,247
2000,QO00,98,old,23
2000,QO00,99,new,264
2000,QO00,99,old,40
2000,QO00,100,new,462
2000,QO00,100,old,48
2000,QO00,101,new,493
2000,QO00,101,old,43
2000,QO00,102,new,668
2000,QO00,102,old,60
2000,QO00,103,new,871
2000,QO00,103,old,61
2000,QO00,104,new,987
2000,QO00,104,old,80
2000,QO00,105,new,1054
2000,QO00,105,old,65
2000,QO00,106,new,1088
2000,QO00,106,old,60
2000,QO00,107,new,1212
2000,QO00,107,old,68
2000,QO00,108,new,1353
2000,QO00,108,old,65
2000,QO00,109,new,1236
2000,QO00,109,old,51
2000,QO00,110,new,1482
2000,QO00,110,old,66
2000,QO00,111,new,1357
2000,QO00,111,old,60
2000,QO00,112,new,1531
2000,QO00,112,old,48
2000,QO00,113,new,1446
2000,QO00,113,old,51
2000,QO00,114,new,1455
2000,QO00,114,old,43
2000,QO00,115,new,1366
2000,QO00,115,old,44
2000,QO00,116,new,1201
2000,QO00,116,old,38
2000,QO00,117,new,1169
2000,QO00,117,old,30
2000,QO00,118,new,1042
2000,QO00,118,old,24
2000,QO00,119,new,843
2000,QO00,119,old,33
2000,QO00,120,new,806
2000,QO00,120,old,34
2000,QO00,121,new,638
2000,QO00,121,old,15
2000,QO00,122,new,604
2000,QO00,122,old,25
2000,QO00,123,new,535
2000,QO00,123,old,17
2000,QO00,124,new,361
2000,QO00,124,old,13
2000,QO00,125,new,272
2000,QO00,125,old,15
2000,QO00,126,new,187
2000,QO00,126,old,4
2000,QO00,127,new,172
2000,QO00,127,old,8
2000,QO00,128,new,111
2000,QO00,128,old,10
2000,QO00,129,new,77
2000,QO00,129,old,5
2000,QO00,130,new,57
2000,QO00,130,old,6
2000,QO00,131,new,57
2000,QO00,131,old,4
2000,QO00,132,new,37
2000,QO00,133,new,23
2000,QO00,133,old,1
2000,QO00,134,new,15
2000,QO00,135,new,5
2000,QO00,135,old,1
2000,QO00,136,new,4
2000,QO00,136,old,1
2000,QO00,137,new,1
2000,QO00,138,new,2
2000,QO00,139,new,1
2000,QO00,142,new,1
2000,QO00,144,old,1
2001,QO01,62,new,1
2001,QO01,71,new,1
2001,QO01,73,old,1
2001,QO01,74,new,1
2001,QO01,75,new,1
2001,QO01,76,new,4
2001,QO01,76,old,1
2001,QO01,77,new,3
2001,QO01,78,new,3
2001,QO01,78,old,1
2001,QO01,79,new,3
2001,QO01,80,new,5
2001,QO01,80,old,2
2001,QO01,81,new,5
2001,QO01,81,old,1
2001,QO01,82,new,8
2001,QO01,82,old,1
2001,QO01,83,new,8
2001,QO01,83,old,3
2001,QO01,84,new,9
2001,QO01,85,new,16
2001,QO01,86,new,14
2001,QO01,86,old,3
2001,QO01,87,new,19
2001,QO01,87,old,2
2001,QO01,88,new,19
2001,QO01,88,old,3
2001,QO01,89,new,16
2001,QO01,89,old,4
2001,QO01,90,new,28
2001,QO01,90,old,3
2001,QO01,91,new,20
2001,QO01,91,old,7
2001,QO01,92,new,31
2001,QO01,92,old,4
2001,QO01,93,new,44
2001,QO01,93,old,7
2001,QO01,94,new,57
2001,QO01,94,old,6
2001,QO01,95,new,69
2001,QO01,95,old,16
2001,QO01,96,new,104
2001,QO01,96,old,9
2001,QO01,97,new,126
2001,QO01,97,old,23
2001,QO01,98,new,201
2001,QO01,98,old,37
2001,QO01,99,new,218
2001,QO01,99,old,31
2001,QO01,100,new,365
2001,QO01,100,old,32
2001,QO01,101,new,440
2001,QO01,101,old,54
2001,QO01,102,new,643
2001,QO01,102,old,69
2001,QO01,103,new,702
2001,QO01,103,old,97
2001,QO01,104,new,807
2001,QO01,104,old,103
2001,QO01,105,new,928
2001,QO01,105,old,100
2001,QO01,106,new,860
2001,QO01,106,old,99
2001,QO01,107,new,1137
2001,QO01,107,old,120
2001,QO01,108,new,1192
2001,QO01,108,old,131
2001,QO01,109,new,1061
2001,QO01,109,old,131
2001,QO01,110,new,1316
2001,QO01,110,old,134
2001,QO01,111,new,1160
2001,QO01,111,old,110
2001,QO01,112,new,1415
2001,QO01,112,old,165
2001,QO01,113,new,1390
2001,QO01,113,old,120
2001,QO01,114,new,1340
2001,QO01,114,old,110
2001,QO01,115,new,1352
2001,QO01,115,old,119
2001,QO01,116,new,1205
2001,QO01,116,old,87
2001,QO01,117,new,1464
2001,QO01,117,old,108
2001,QO01,118,new,1144
2001,QO01,118,old,81
2001,QO01,119,new,1000
2001,QO01,119,old,82
2001,QO01,120,new,1007
2001,QO01,120,old,71
2001,QO01,121,new,737
2001,QO01,121,old,56
2001,QO01,122,new,760
2001,QO01,122,old,41
2001,QO01,123,new,688
2001,QO01,123,old,40
2001,QO01,124,new,499
2001,QO01,124,old,34
2001,QO01,125,new,349
2001,QO01,125,old,28
2001,QO01,126,new,292
2001,QO01,126,old,27
2001,QO01,127,new,270
2001,QO01,127,old,21
2001,QO01,128,new,174
2001,QO01,128,old,14
2001,QO01,129,new,106
2001,QO01,129,old,11
2001,QO01,130,new,105
2001,QO01,130,old,8
2001,QO01,131,new,69
2001,QO01,131,old,6
2001,QO01,132,new,56
2001,QO01,133,new,35
2001,QO01,134,new,20
2001,QO01,135,new,19
2001,QO01,135,old,3
2001,QO01,136,new,9
2001,QO01,136,old,1
2001,QO01,137,new,7
2001,QO01,137,old,1
2001,QO01,138,new,3
2001,QO01,139,new,2
2001,QO01,141,new,3
2002,QO02,58,old,1
2002,QO02,67,new,1
2002,QO02,68,new,1
2002,QO02,69,new,1
2002,QO02,70,new,1
2002,QO02,71,new,1
2002,QO02,73,old,1
2002,QO02,74,new,4
2002,QO02,75,new,2
2002,QO02,76,new,2
2002,QO02,77,new,3
2002,QO02,78,new,5
2002,QO02,79,new,11
2002,QO02,79,old,1
2002,QO02,80,new,6
2002,QO02,80,old,1
2002,QO02,81,new,9
2002,QO02,81,old,1
2002,QO02,82,new,11
2002,QO02,82,old,2
2002,QO02,83,new,9
2002,QO02,84,new,13
2002,QO02,85,new,19
2002,QO02,85,old,2
2002,QO02,86,new,10
2002,QO02,86,old,4
2002,QO02,87,new,22
2002,QO02,87,old,5
2002,QO02,88,new,18
2002,QO02,88,old,3
2002,QO02,89,new,28
2002,QO02,89,old,5
2002,QO02,90,new,28
2002,QO02,90,old,4
2002,QO02,91,new,48
2002,QO02,91,old,4
2002,QO02,92,new,67
2002,QO02,92,old,6
2002,QO02,93,new,81
2002,QO02,93,old,11
2002,QO02,94,new,104
2002,QO02,94,old,17
2002,QO02,95,new,129
2002,QO02,95,old,23
2002,QO02,96,new,158
2002,QO02,96,old,18
2002,QO02,97,new,245
2002,QO02,97,old,51
2002,QO02,98,new,354
2002,QO02,98,old,47
2002,QO02,99,new,405
2002,QO02,99,old,75
2002,QO02,100,new,569
2002,QO02,100,old,131
2002,QO02,101,new,621
2002,QO02,101,old,138
2002,QO02,102,new,1047
2002,QO02,102,old,230
2002,QO02,103,new,944
2002,QO02,103,old,257
2002,QO02,104,new,1013
2002,QO02,104,old,299
2002,QO02,105,new,1036
2002,QO02,105,old,329
2002,QO02,106,new,988
2002,QO02,106,old,373
2002,QO02,107,new,935
2002,QO02,107,old,374
2002,QO02,108,new,893
2002,QO02,108,old,422
2002,QO02,109,new,832
2002,QO02,109,old,367
2002,QO02,110,new,935
2002,QO02,110,old,491
2002,QO02,111,new,805
2002,QO02,111,old,432
2002,QO02,112,new,884
2002,QO02,112,old,502
2002,QO02,113,new,678
2002,QO02,113,old,422
2002,QO02,114,new,706
2002,QO02,114,old,417
2002,QO02,115,new,750
2002,QO02,115,old,451
2002,QO02,116,new,615
2002,QO02,116,old,400
2002,QO02,117,new,604
2002,QO02,117,old,408
2002,QO02,118,new,587
2002,QO02,118,old,330
2002,QO02,119,new,477
2002,QO02,119,old,327
2002,QO02,120,new,475
2002,QO02,120,old,320
2002,QO02,121,new,402
2002,QO02,121,old,214
2002,QO02,122,new,364
2002,QO02,122,old,240
2002,QO02,123,new,277
2002,QO02,123,old,182
2002,QO02,124,new,243
2002,QO02,124,old,137
2002,QO02,125,new,201
2002,QO02,125,old,91
2002,QO02,126,new,161
2002,QO02,126,old,117
2002,QO02,127,new,135
2002,QO02,127,old,80
2002,QO02,128,new,100
2002,QO02,128,old,45
2002,QO02,129,new,71
2002,QO02,129,old,28
2002,QO02,130,new,57
2002,QO02,130,old,25
2002,QO02,131,new,28
2002,QO02,131,old,29
2002,QO02,132,new,19
2002,QO02,132,old,10
2002,QO02,133,new,16
2002,QO02,133,old,6
2002,QO02,134,new,16
2002,QO02,134,old,4
2002,QO02,135,new,5
2002,QO02,135,old,3
2002,QO02,136,new,8
2002,QO02,136,old,3
2002,QO02,137,new,6
2002,QO02,137,old,1
2002,QO02,138,new,4
2002,QO02,138,old,1
2002,QO02,139,new,1
2002,QO02,139,old,1
2002,QO02,140,old,1
2002,QO02,141,new,1
2002,QO02,141,old,1
2002,QO02,142,new,2
2002,QO02,144,new,1
2003,QO03,71,new,1
2003,QO03,72,new,1
2003,QO03,74,old,1
2003,QO03,75,new,3
2003,QO03,76,new,5
2003,QO03,76,old,1
2003,QO03,77,new,4
2003,QO03,78,new,2
2003,QO03,79,new,7
2003,QO03,80,new,7
2003,QO03,80,old,2
2003,QO03,81,new,14
2003,QO03,81,old,1
2003,QO03,82,new,7
2003,QO03,83,new,18
2003,QO03,83,old,3
2003,QO03,84,new,16
2003,QO03,84,old,1
2003,QO03,85,new,30
2003,QO03,85,old,4
2003,QO03,86,new,30
2003,QO03,86,old,5
2003,QO03,87,new,27
2003,QO03,87,old,8
2003,QO03,88,new,33
2003,QO03,88,old,5
2003,QO03,89,new,48
2003,QO03,89,old,8
2003,QO03,90,new,83
2003,QO03,90,old,5
2003,QO03,91,new,70
2003,QO03,91,old,16
2003,QO03,92,new,130
2003,QO03,92,old,17
2003,QO03,93,new,136
2003,QO03,93,old,21
2003,QO03,94,new,190
2003,QO03,94,old,36
2003,QO03,95,new,313
2003,QO03,95,old,36
2003,QO03,96,new,337
2003,QO03,96,old,56
2003,QO03,97,new,471
2003,QO03,97,old,51
2003,QO03,98,new,636
2003,QO03,98,old,84
2003,QO03,99,new,720
2003,QO03,99,old,71
2003,QO03,100,new,1082
2003,QO03,100,old,117
2003,QO03,101,new,999
2003,QO03,101,old,113
2003,QO03,102,new,1478
2003,QO03,102,old,183
2003,QO03,103,new,1470
2003,QO03,103,old,192
2003,QO03,104,new,1401
2003,QO03,104,old,162
2003,QO03,105,new,1512
2003,QO03,105,old,214
2003,QO03,106,new,1368
2003,QO03,106,old,168
2003,QO03,107,new,1323
2003,QO03,107,old,198
2003,QO03,108,new,1352
2003,QO03,108,old,176
2003,QO03,109,new,1120
2003,QO03,109,old,155
2003,QO03,110,new,1163
2003,QO03,110,old,197
2003,QO03,111,new,922
2003,QO03,111,old,131
2003,QO03,112,new,1043
2003,QO03,112,old,145
2003,QO03,113,new,809
2003,QO03,113,old,161
2003,QO03,114,new,687
2003,QO03,114,old,133
2003,QO03,115,new,686
2003,QO03,115,old,160
2003,QO03,116,new,589
2003,QO03,116,old,128
2003,QO03,117,new,506
2003,QO03,117,old,117
2003,QO03,118,new,483
2003,QO03,118,old,108
2003,QO03,119,new,344
2003,QO03,119,old,76
2003,QO03,120,new,322
2003,QO03,120,old,69
2003,QO03,121,new,224
2003,QO03,121,old,51
2003,QO03,122,new,219
2003,QO03,122,old,57
2003,QO03,123,new,147
2003,QO03,123,old,32
2003,QO03,124,new,120
2003,QO03,124,old,32
2003,QO03,125,new,83
2003,QO03,125,old,26
2003,QO03,126,new,74
2003,QO03,126,old,20
2003,QO03,127,new,47
2003,QO03,127,old,21
2003,QO03,128,new,26
2003,QO03,128,old,13
2003,QO03,129,new,25
2003,QO03,129,old,10
2003,QO03,130,new,16
2003,QO03,130,old,6
2003,QO03,131,new,12
2003,QO03,131,old,3
2003,QO03,132,new,8
2003,QO03,132,old,3
2003,QO03,133,new,4
2003,QO03,133,old,6
2003,QO03,134,new,5
2003,QO03,134,old,2
2003,QO03,135,new,2
2003,QO03,135,old,1
2003,QO03,136,new,3
2003,QO03,139,new,1
2003,QO03,140,new,1
2003,QO03,141,new,1
2004,QO04,61,new,1
2004,QO04,65,new,2
2004,QO04,69,new,1
2004,QO04,70,new,1
2004,QO04,71,new,1
2004,QO04,72,new,1
2004,QO04,73,new,1
2004,QO04,74,old,1
2004,QO04,76,new,4
2004,QO04,77,old,1
2004,QO04,78,new,1
2004,QO04,78,old,1
2004,QO04,79,new,1
2004,QO04,80,new,3
2004,QO04,81,new,1
2004,QO04,82,new,2
2004,QO04,82,old,3
2004,QO04,84,new,2
2004,QO04,84,old,1
2004,QO04,85,new,4
2004,QO04,85,old,2
2004,QO04,86,new,5
2004,QO04,87,new,7
2004,QO04,87,old,2
2004,QO04,88,new,9
2004,QO04,88,old,1
2004,QO04,89,new,7
2004,QO04,89,old,3
2004,QO04,90,new,19
2004,QO04,90,old,5
2004,QO04,91,new,18
2004,QO04,91,old,3
2004,QO04,92,new,28
2004,QO04,92,old,7
2004,QO04,93,new,23
2004,QO04,93,old,17
2004,QO04,94,new,45
2004,QO04,94,old,19
2004,QO04,95,new,80
2004,QO04,95,old,19
2004,QO04,96,new,102
2004,QO04,96,old,36
2004,QO04,97,new,140
2004,QO04,97,old,36
2004,QO04,98,new,225
2004,QO04,98,old,80
2004,QO04,99,new,280
2004,QO04,99,old,86
2004,QO04,100,new,485
2004,QO04,100,old,92
2004,QO04,101,new,533
2004,QO04,101,old,128
2004,QO04,102,new,740
2004,QO04,102,old,153
2004,QO04,103,new,850
2004,QO04,103,old,166
2004,QO04,104,new,949
2004,QO04,104,old,170
2004,QO04,105,new,1087
2004,QO04,105,old,167
2004,QO04,106,new,1049
2004,QO04,106,old,184
2004,QO04,107,new,1249
2004,QO04,107,old,195
2004,QO04,108,new,1205
2004,QO04,108,old,172
2004,QO04,109,new,1269
2004,QO04,109,old,191
2004,QO04,110,new,1407
2004,QO04,110,old,169
2004,QO04,111,new,1205
2004,QO04,111,old,155
2004,QO04,112,new,1267
2004,QO04,112,old,168
2004,QO04,113,new,1171
2004,QO04,113,old,159
2004,QO04,114,new,1090
2004,QO04,114,old,128
2004,QO04,115,new,1090
2004,QO04,115,old,147
2004,QO04,116,new,987
2004,QO04,116,old,119
2004,QO04,117,new,888
2004,QO04,117,old,116
2004,QO04,118,new,859
2004,QO04,118,old,115
2004,QO04,119,new,652
2004,QO04,119,old,89
2004,QO04,120,new,618
2004,QO04,120,old,95
2004,QO04,121,new,456
2004,QO04,121,old,57
2004,QO04,122,new,423
2004,QO04,122,old,57
2004,QO04,123,new,337
2004,QO04,123,old,49
2004,QO04,124,new,265
2004,QO04,124,old,45
2004,QO04,125,new,221
2004,QO04,125,old,26
2004,QO04,126,new,145
2004,QO04,126,old,23
2004,QO04,127,new,120
2004,QO04,127,old,17
2004,QO04,128,new,90
2004,QO04,128,old,12
2004,QO04,129,new,60
2004,QO04,129,old,16
2004,QO04,130,new,41
2004,QO04,130,old,9
2004,QO04,131,new,26
2004,QO04,131,old,3
2004,QO04,132,new,23
2004,QO04,132,old,2
2004,QO04,133,new,12
2004,QO04,133,old,5
2004,QO04,134,new,8
2004,QO04,134,old,1
2004,QO04,135,new,5
2004,QO04,135,old,1
2004,QO04,136,new,3
2004,QO04,137,new,2
2004,QO04,137,old,1
2004,QO04,138,new,3
2004,QO04,139,new,3
2004,QO04,141,new,1
2004,QO04,144,new,1
2005,QO05,61,new,1
2005,QO05,65,new,1
2005,QO05,67,new,1
2005,QO05,70,new,2
2005,QO05,72,new,3
2005,QO05,73,old,1
2005,QO05,74,new,1
2005,QO05,74,old,1
2005,QO05,75,new,4
2005,QO05,76,new,3
2005,QO05,77,new,4
2005,QO05,78,new,4
2005,QO05,78,old,1
2005,QO05,79,new,4
2005,QO05,80,new,9
2005,QO05,80,old,1
2005,QO05,81,new,5
2005,QO05,81,old,1
2005,QO05,82,new,6
2005,QO05,82,old,1
2005,QO05,83,new,9
2005,QO05,83,old,1
2005,QO05,84,new,6
2005,QO05,85,new,13
2005,QO05,85,old,1
2005,QO05,86,new,13
2005,QO05,86,old,4
2005,QO05,87,new,21
2005,QO05,87,old,1
2005,QO05,88,new,17
2005,QO05,88,old,2
2005,QO05,89,new,15
2005,QO05,89,old,1
2005,QO05,90,new,31
2005,QO05,90,old,4
2005,QO05,91,new,34
2005,QO05,91,old,3
2005,QO05,92,new,63
2005,QO05,92,old,5
2005,QO05,93,new,41
2005,QO05,93,old,2
2005,QO05,94,new,58
2005,QO05,94,old,12
2005,QO05,95,new,79
2005,QO05,95,old,19
2005,QO05,96,new,106
2005,QO05,96,old,17
2005,QO05,97,new,150
2005,QO05,97,old,23
2005,QO05,98,new,220
2005,QO05,98,old,46
2005,QO05,99,new,229
2005,QO05,99,old,55
2005,QO05,100,new,434
2005,QO05,100,old,70
2005,QO05,101,new,390
2005,QO05,101,old,101
2005,QO05,102,new,715
2005,QO05,102,old,133
2005,QO05,103,new,821
2005,QO05,103,old,172
2005,QO05,104,new,961
2005,QO05,104,old,175
2005,QO05,105,new,1194
2005,QO05,105,old,247
2005,QO05,106,new,1193
2005,QO05,106,old,248
2005,QO05,107,new,1397
2005,QO05,107,old,325
2005,QO05,108,new,1731
2005,QO05,108,old,322
2005,QO05,109,new,1628
2005,QO05,109,old,325
2005,QO05,110,new,2162
2005,QO05,110,old,452
2005,QO05,111,new,1970
2005,QO05,111,old,405
2005,QO05,112,new,2474
2005,QO05,112,old,453
2005,QO05,113,new,2330
2005,QO05,113,old,456
2005,QO05,114,new,2386
2005,QO05,114,old,485
2005,QO05,115,new,2838
2005,QO05,115,old,494
2005,QO05,116,new,2459
2005,QO05,116,old,483
2005,QO05,117,new,2734
2005,QO05,117,old,535
2005,QO05,118,new,2685
2005,QO05,118,old,492
2005,QO05,119,new,2272
2005,QO05,119,old,438
2005,QO05,120,new,2632
2005,QO05,120,old,436
2005,QO05,121,new,2150
2005,QO05,121,old,375
2005,QO05,122,new,2119
2005,QO05,122,old,413
2005,QO05,123,new,1780
2005,QO05,123,old,351
2005,QO05,124,new,1648
2005,QO05,124,old,259
2005,QO05,125,new,1480
2005,QO05,125,old,265
2005,QO05,126,new,1125
2005,QO05,126,old,176
2005,QO05,127,new,1039
2005,QO05,127,old,166
2005,QO05,128,new,764
2005,QO05,128,old,134
2005,QO05,129,new,582
2005,QO05,129,old,100
2005,QO05,130,new,517
2005,QO05,130,old,77
2005,QO05,131,new,336
2005,QO05,131,old,51
2005,QO05,132,new,298
2005,QO05,132,old,37
2005,QO05,133,new,168
2005,QO05,133,old,25
2005,QO05,134,new,137
2005,QO05,134,old,17
2005,QO05,135,new,83
2005,QO05,135,old,19
2005,QO05,136,new,60
2005,QO05,136,old,7
2005,QO05,137,new,42
2005,QO05,137,old,1
2005,QO05,138,new,27
2005,QO05,138,old,1
2005,QO05,139,new,10
2005,QO05,139,old,1
2005,QO05,140,new,6
2005,QO05,140,old,2
2005,QO05,141,new,5
2005,QO05,142,new,4
2005,QO05,142,old,1
2005,QO05,143,new,2
2005,QO05,144,new,1
2005,QO05,145,new,2
2005,QO05,146,new,1
2005,QO05,148,new,1
2005,TR05,78,new,1
2006,QO06,69,new,1
2006,QO06,71,new,1
2006,QO06,78,new,1
2006,QO06,78,old,1
2006,QO06,80,new,3
2006,QO06,81,new,3
2006,QO06,81,old,1
2006,QO06,82,new,3
2006,QO06,82,old,1
2006,QO06,83,new,6
2006,QO06,83,old,3
2006,QO06,84,new,6
2006,QO06,85,new,11
2006,QO06,85,old,1
2006,QO06,86,new,9
2006,QO06,86,old,1
2006,QO06,87,new,11
2006,QO06,87,old,1
2006,QO06,88,new,7
2006,QO06,89,new,11
2006,QO06,89,old,1
2006,QO06,90,new,19
2006,QO06,91,new,17
2006,QO06,91,old,2
2006,QO06,92,new,37
2006,QO06,92,old,3
2006,QO06,93,new,22
2006,QO06,93,old,2
2006,QO06,94,new,62
2006,QO06,94,old,2
2006,QO06,95,new,79
2006,QO06,95,old,5
2006,QO06,96,new,129
2006,QO06,96,old,8
2006,QO06,97,new,220
2006,QO06,97,old,8
2006,QO06,98,new,351
2006,QO06,98,old,10
2006,QO06,99,new,404
2006,QO06,99,old,18
2006,QO06,100,new,770
2006,QO06,100,old,30
2006,QO06,101,new,867
2006,QO06,101,old,35
2006,QO06,102,new,1491
2006,QO06,102,old,60
2006,QO06,103,new,1647
2006,QO06,103,old,76
2006,QO06,104,new,2136
2006,QO06,104,old,85
2006,QO06,105,new,2165
2006,QO06,105,old,90
2006,QO06,106,new,2104
2006,QO06,106,old,109
2006,QO06,107,new,2237
2006,QO06,107,old,128
2006,QO06,108,new,2371
2006,QO06,108,old,140
2006,QO06,109,new,2021
2006,QO06,109,old,143
2006,QO06,110,new,2140
2006,QO06,110,old,124
2006,QO06,111,new,1538
2006,QO06,111,old,152
2006,QO06,112,new,1560
2006,QO06,112,old,180
2006,QO06,113,new,1216
2006,QO06,113,old,145
2006,QO06,114,new,1055
2006,QO06,114,old,156
2006,QO06,115,new,858
2006,QO06,115,old,172
2006,QO06,116,new,563
2006,QO06,116,old,186
2006,QO06,117,new,453
2006,QO06,117,old,181
2006,QO06,118,new,429
2006,QO06,118,old,181
2006,QO06,119,new,238
2006,QO06,119,old,134
2006,QO06,120,new,240
2006,QO06,120,old,192
2006,QO06,121,new,165
2006,QO06,121,old,173
2006,QO06,122,new,139
2006,QO06,122,old,150
2006,QO06,123,new,123
2006,QO06,123,old,150
2006,QO06,124,new,99
2006,QO06,124,old,144
2006,QO06,125,new,75
2006,QO06,125,old,112
2006,QO06,126,new,79
2006,QO06,126,old,106
2006,QO06,127,new,64
2006,QO06,127,old,69
2006,QO06,128,new,44
2006,QO06,128,old,57
2006,QO06,129,new,42
2006,QO06,129,old,53
2006,QO06,130,new,35
2006,QO06,130,old,42
2006,QO06,131,new,18
2006,QO06,131,old,36
2006,QO06,132,new,18
2006,QO06,132,old,35
2006,QO06,133,new,14
2006,QO06,133,old,16
2006,QO06,134,new,13
2006,QO06,134,old,11
2006,QO06,135,new,3
2006,QO06,135,old,11
2006,QO06,136,new,6
2006,QO06,136,old,7
2006,QO06,137,new,7
2006,QO06,137,old,6
2006,QO06,138,new,3
2006,QO06,138,old,1
2006,QO06,139,new,2
2006,QO06,139,old,4
2006,QO06,140,new,4
2006,QO06,140,old,1
2006,QO06,141,new,4
2006,QO06,142,new,1
2006,QO06,142,old,3
2006,QO06,143,new,3
2006,QO06,143,old,4
2006,QO06,144,new,3
2006,QO06,144,old,2
2006,QO06,145,new,2
2006,QO06,145,old,3
2006,QO06,146,new,2
2006,QO06,146,old,1
2006,QO06,147,new,3
2006,QO06,147,old,4
2006,QO06,148,new,2
2006,QO06,148,old,5
2006,QO06,149,old,3
2006,QO06,150,old,3
2006,QO06,151,new,1
2006,QO06,151,old,1
2006,QO06,152,new,2
2006,QO06,152,old,1
2006,QO06,153,new,2
2006,QO06,153,old,7
2006,QO06,154,new,3
2006,QO06,154,old,1
2006,QO06,155,new,1
2006,QO06,156,new,2
2006,QO06,156,old,2
2006,QO06,157,new,2
2006,QO06,157,old,2
2006,QO06,158,new,1
2006,QO06,159,old,1
2006,QO06,160,old,1
2006,QO06,161,new,1
2006,QO06,161,old,1
2006,QO06,162,new,2
2006,QO06,163,new,2
2006,QO06,163,old,4
2006,QO06,164,new,1
2006,QO06,164,old,1
2006,QO06,165,new,1
2006,QO06,165,old,1
2006,QO06,166,old,2
2006,QO06,168,new,1
2006,QO06,172,new,1
2006,QO06,173,old,1
2006,QO06,175,old,1
2007,QO07,67,new,1
2007,QO07,68,old,1
2007,QO07,71,new,1
2007,QO07,74,new,2
2007,QO07,75,new,1
2007,QO07,76,new,1
2007,QO07,79,new,3
2007,QO07,80,new,3
2007,QO07,80,old,1
2007,QO07,81,new,5
2007,QO07,82,new,3
2007,QO07,82,old,1
2007,QO07,83,new,4
2007,QO07,85,new,4
2007,QO07,85,old,1
2007,QO07,86,new,8
2007,QO07,86,old,1
2007,QO07,87,new,10
2007,QO07,87,old,1
2007,QO07,88,new,17
2007,QO07,88,old,1
2007,QO07,89,new,18
2007,QO07,89,old,3
2007,QO07,90,new,20
2007,QO07,90,old,2
2007,QO07,91,new,24
2007,QO07,91,old,4
2007,QO07,92,new,30
2007,QO07,92,old,5
2007,QO07,93,new,53
2007,QO07,93,old,5
2007,QO07,94,new,67
2007,QO07,94,old,7
2007,QO07,95,new,130
2007,QO07,95,old,9
2007,QO07,96,new,192
2007,QO07,96,old,23
2007,QO07,97,new,307
2007,QO07,97,old,41
2007,QO07,98,new,453
2007,QO07,98,old,56
2007,QO07,99,new,561
2007,QO07,99,old,83
